,,Student,,Expert,Nicad-30,Nicad-40,Nicad-50,MeCC_95_20,MeCC_95_10,MeCC_95_4,MeCC_90_20,MeCC_90_10,MeCC_90_4,MeCC_80_20,MeCC_80_10,MeCC_80_4,MeCC_70_20,MeCC_70_10,MeCC_70_4,MeCC_60_20,MeCC_60_10,MeCC_60_4,MeCC_50_20,MeCC_50_10,MeCC_50_4,Simcad
cmathmodule..c_atanh()-audioop..audioop_avgpp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_alaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..st_14linear2ulaw(),,0.25,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_tanh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_ulaw2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-fpectlmodule..initfpectl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmathmodule..c_atanh()-cmathmodule..c_cosh(),,0,,Unsure,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..fcntl_fcntl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpetestmodule..db0(),,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_cross(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_atan(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_tostereo(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpetestmodule..test(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..gcd(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..fcntl_ioctl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_tomono(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_findmax(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_lin2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..all_ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpectlmodule..turnoff_sigfpe(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_avgpp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_alaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..st_14linear2ulaw(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_tan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_tanh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_ulaw2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..math_1(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-fpectlmodule..initfpectl(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_exp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_cosh(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpetestmodule..overflow()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_lin2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_prodi(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpetestmodule..db0(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_cos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpetestmodule..nest2(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpectlmodule..fpe_reset(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_reverse(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-grpmodule..grp_getgrnam(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpectlmodule..sigfpe_handler(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_ratecv(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..fcntl_lockf(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_tomono(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_log10(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..conv_descriptor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop.._sum2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_findfactor(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_adpcm2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_lin2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..all_ins(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpectlmodule..turnoff_sigfpe(),,0,,No Clone,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
fpectlmodule..turnon_sigfpe()-audioop..audioop_avgpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_sin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_getsample(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_alaw2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..st_14linear2ulaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_rms(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fcntlmodule..initfcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_tan(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_tanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_acos(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_asinh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpetestmodule..initfpetest(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_ulaw2lin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_maxpp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..st_linear2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..math_1(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpectlmodule..initfpectl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_add(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-audioop..audioop_avg(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_exp(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_cosh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-cmathmodule..c_atanh(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fpectlmodule..turnon_sigfpe()-fpetestmodule..overflow(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_lin2lin(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
audioop..initaudioop()-grpmodule..grp_getgrgid(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-cmathmodule..c_prodi(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-fcntlmodule..fcntl_fcntl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..initaudioop()-fcntlmodule..ins(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
audioop..initaudioop()-cmathmodule..c_asin(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-fpetestmodule..db0(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_cross(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
audioop..initaudioop()-cmathmodule..c_cos(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..search(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
audioop..initaudioop()-fpetestmodule..nest2(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-cmathmodule..c_atan(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-fpectlmodule..fpe_reset(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-cmathmodule..cmath_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_reverse(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
audioop..initaudioop()-audioop..audioop_tostereo(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..initaudioop()-cmathmodule..c_log(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_mul(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..initaudioop()-grpmodule..grp_getgrnam(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-fpetestmodule..test(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-fpectlmodule..sigfpe_handler(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-grpmodule..initgrp(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_lin2alaw(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
audioop..initaudioop()-audioop..gcd(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_ratecv(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
audioop..initaudioop()-audioop..audioop_minmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0
audioop..initaudioop()-fcntlmodule..fcntl_lockf(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..initaudioop()-fcntlmodule..fcntl_ioctl(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
audioop..initaudioop()-audioop..audioop_tomono(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..initaudioop()-audioop..audioop_max(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
audioop..initaudioop()-cmathmodule..c_log10(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
audioop..initaudioop()-audioop..audioop_findmax(),,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
audioop..initaudioop()-fcntlmodule..conv_descriptor(),,0,,No Clone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
